[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                           
{'loss': 0.0057, 'grad_norm': 0.38850173354148865, 'learning_rate': 0.0, 'num_tokens': 68067.0, 'completions/mean_length': 456.0859375, 'completions/min_length': 100.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3671875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 323.65789794921875, 'completions/min_terminated_length': 100.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.578125, 'rewards/compute_reward/std': 0.4957992732524872, 'reward': 0.578125, 'reward_std': 0.19568344950675964, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.0}
{'loss': -0.0184, 'grad_norm': 0.39820772409439087, 'learning_rate': 9.944154131125643e-06, 'num_tokens': 2097280.0, 'completions/mean_length': 446.59375, 'completions/min_length': 118.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4140625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 312.66668701171875, 'completions/min_terminated_length': 118.0, 'completions/max_terminated_length': 505.0, 'rewards/compute_reward/mean': 0.515625, 'rewards/compute_reward/std': 0.5017194747924805, 'reward': 0.515625, 'reward_std': 0.2041158676147461, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.15}
{'loss': 0.0213, 'grad_norm': 0.745997428894043, 'learning_rate': 9.931084650456892e-06, 'num_tokens': 2164332.0, 'completions/mean_length': 445.15625, 'completions/min_length': 104.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.1015625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.65625, 'completions/mean_terminated_length': 317.54547119140625, 'completions/min_terminated_length': 104.0, 'completions/max_terminated_length': 495.0, 'rewards/compute_reward/mean': 0.734375, 'rewards/compute_reward/std': 0.44340085983276367, 'reward': 0.734375, 'reward_std': 0.1820138692855835, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.15}
{'loss': -0.0422, 'grad_norm': 0.41836702823638916, 'learning_rate': 9.916652757363698e-06, 'num_tokens': 2234584.0, 'completions/mean_length': 461.84375, 'completions/min_length': 123.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 2.8984375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6953125, 'completions/mean_terminated_length': 347.3846130371094, 'completions/min_terminated_length': 123.0, 'completions/max_terminated_length': 499.0, 'rewards/compute_reward/mean': 0.5625, 'rewards/compute_reward/std': 0.49802759289741516, 'reward': 0.5625, 'reward_std': 0.19438527524471283, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.16}
{'loss': -0.0004, 'grad_norm': 0.3692702651023865, 'learning_rate': 9.900862439242719e-06, 'num_tokens': 2305942.0, 'completions/mean_length': 459.921875, 'completions/min_length': 66.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.1484375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 336.5789489746094, 'completions/min_terminated_length': 66.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.5859375, 'rewards/compute_reward/std': 0.49449479579925537, 'reward': 0.5859375, 'reward_std': 0.14913026988506317, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.16}
{'loss': -0.001, 'grad_norm': 0.4442196786403656, 'learning_rate': 9.883718058810708e-06, 'num_tokens': 2376470.0, 'completions/mean_length': 468.6875, 'completions/min_length': 112.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7578125, 'completions/mean_terminated_length': 333.1612854003906, 'completions/min_terminated_length': 112.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.75, 'rewards/compute_reward/std': 0.434714138507843, 'reward': 0.75, 'reward_std': 0.16097761690616608, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.17}
{'loss': -0.0103, 'grad_norm': 0.3219718635082245, 'learning_rate': 9.86522435289912e-06, 'num_tokens': 2447453.0, 'completions/mean_length': 474.3671875, 'completions/min_length': 88.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5390625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.734375, 'completions/mean_terminated_length': 370.3235168457031, 'completions/min_terminated_length': 88.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.671875, 'rewards/compute_reward/std': 0.4713755249977112, 'reward': 0.671875, 'reward_std': 0.1841355264186859, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.17}
{'loss': -0.0437, 'grad_norm': 1.0337646007537842, 'learning_rate': 9.84538643114539e-06, 'num_tokens': 2515836.0, 'completions/mean_length': 457.4921875, 'completions/min_length': 85.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.015625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7109375, 'completions/mean_terminated_length': 323.43243408203125, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 505.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.26409637928009033, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.18}
{'loss': 0.0038, 'grad_norm': 0.42055025696754456, 'learning_rate': 9.824209774581176e-06, 'num_tokens': 2582826.0, 'completions/mean_length': 444.421875, 'completions/min_length': 86.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.0703125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.65625, 'completions/mean_terminated_length': 315.4090881347656, 'completions/min_terminated_length': 86.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.5234375, 'rewards/compute_reward/std': 0.5014128684997559, 'reward': 0.5234375, 'reward_std': 0.15991678833961487, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.18}
{'loss': -0.0106, 'grad_norm': 0.24669942259788513, 'learning_rate': 9.801700234118e-06, 'num_tokens': 2653532.0, 'completions/mean_length': 468.515625, 'completions/min_length': 138.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.21875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7734375, 'completions/mean_terminated_length': 320.0689697265625, 'completions/min_terminated_length': 138.0, 'completions/max_terminated_length': 503.0, 'rewards/compute_reward/mean': 0.703125, 'rewards/compute_reward/std': 0.45867621898651123, 'reward': 0.703125, 'reward_std': 0.14571532607078552, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.19}
{'loss': -0.0578, 'grad_norm': 0.4861195385456085, 'learning_rate': 9.777864028930705e-06, 'num_tokens': 2720141.0, 'completions/mean_length': 437.3203125, 'completions/min_length': 138.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3203125, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 312.85418701171875, 'completions/min_terminated_length': 138.0, 'completions/max_terminated_length': 503.0, 'rewards/compute_reward/mean': 0.84375, 'rewards/compute_reward/std': 0.3645188808441162, 'reward': 0.84375, 'reward_std': 0.17965975403785706, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.19}
{'loss': -0.0279, 'grad_norm': 1.2011722326278687, 'learning_rate': 9.752707744739146e-06, 'num_tokens': 2787202.0, 'completions/mean_length': 447.0390625, 'completions/min_length': 117.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6015625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 304.125, 'completions/min_terminated_length': 117.0, 'completions/max_terminated_length': 500.0, 'rewards/compute_reward/mean': 0.890625, 'rewards/compute_reward/std': 0.31333550810813904, 'reward': 0.890625, 'reward_std': 0.16333171725273132, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.2}
{'loss': 0.0062, 'grad_norm': 0.5104725360870361, 'learning_rate': 9.726238331988625e-06, 'num_tokens': 2853446.0, 'completions/mean_length': 437.34375, 'completions/min_length': 101.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2109375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.640625, 'completions/mean_terminated_length': 304.2608642578125, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 498.0, 'rewards/compute_reward/mean': 0.6953125, 'rewards/compute_reward/std': 0.46208351850509644, 'reward': 0.6953125, 'reward_std': 0.15756267309188843, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.2}
{'loss': -0.0029, 'grad_norm': 0.3281998634338379, 'learning_rate': 9.698463103929542e-06, 'num_tokens': 2919890.0, 'completions/mean_length': 434.21875, 'completions/min_length': 65.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.390625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 274.952392578125, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 497.0, 'rewards/compute_reward/mean': 0.6015625, 'rewards/compute_reward/std': 0.4915000796318054, 'reward': 0.6015625, 'reward_std': 0.12415501475334167, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.2}
{'loss': 0.0107, 'grad_norm': 0.3916780352592468, 'learning_rate': 9.669389734596819e-06, 'num_tokens': 2988930.0, 'completions/mean_length': 460.8125, 'completions/min_length': 167.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4296875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 348.20001220703125, 'completions/min_terminated_length': 167.0, 'completions/max_terminated_length': 503.0, 'rewards/compute_reward/mean': 0.6875, 'rewards/compute_reward/std': 0.4653336703777313, 'reward': 0.6875, 'reward_std': 0.10205793380737305, 'frac_reward_zero_std': 0.75, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.21}
{'loss': 0.0005, 'grad_norm': 0.3485155701637268, 'learning_rate': 9.639026256689628e-06, 'num_tokens': 3059341.0, 'completions/mean_length': 463.3359375, 'completions/min_length': 110.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.390625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6953125, 'completions/mean_terminated_length': 352.28204345703125, 'completions/min_terminated_length': 110.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.6875, 'rewards/compute_reward/std': 0.4653336703777313, 'reward': 0.6875, 'reward_std': 0.14571532607078552, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.21}
{'loss': -0.0169, 'grad_norm': 0.3477499783039093, 'learning_rate': 9.60738105935204e-06, 'num_tokens': 3131138.0, 'completions/mean_length': 470.1015625, 'completions/min_length': 159.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2109375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 370.8684387207031, 'completions/min_terminated_length': 159.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.5078125, 'rewards/compute_reward/std': 0.5019033551216125, 'reward': 0.5078125, 'reward_std': 0.12597234547138214, 'frac_reward_zero_std': 0.75, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.22}
{'loss': -0.0189, 'grad_norm': 0.4087415635585785, 'learning_rate': 9.574462885855173e-06, 'num_tokens': 3196304.0, 'completions/mean_length': 429.671875, 'completions/min_length': 93.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2421875, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.5859375, 'completions/mean_terminated_length': 313.1698303222656, 'completions/min_terminated_length': 93.0, 'completions/max_terminated_length': 502.0, 'rewards/compute_reward/mean': 0.5390625, 'rewards/compute_reward/std': 0.5004304051399231, 'reward': 0.5390625, 'reward_std': 0.23486016690731049, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.22}
{'loss': 0.0099, 'grad_norm': 0.44817084074020386, 'learning_rate': 9.540280831181525e-06, 'num_tokens': 3264716.0, 'completions/mean_length': 448.96875, 'completions/min_length': 154.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.03125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.640625, 'completions/mean_terminated_length': 336.60870361328125, 'completions/min_terminated_length': 154.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.1830746978521347, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.23}
{'loss': -0.0165, 'grad_norm': 0.32045191526412964, 'learning_rate': 9.504844339512096e-06, 'num_tokens': 3333387.0, 'completions/mean_length': 455.3671875, 'completions/min_length': 147.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.515625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 343.4186096191406, 'completions/min_terminated_length': 147.0, 'completions/max_terminated_length': 509.0, 'rewards/compute_reward/mean': 0.6328125, 'rewards/compute_reward/std': 0.4839322865009308, 'reward': 0.6328125, 'reward_std': 0.17859892547130585, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.23}
{'loss': -0.0081, 'grad_norm': 0.3096263110637665, 'learning_rate': 9.468163201617063e-06, 'num_tokens': 3400407.0, 'completions/mean_length': 452.90625, 'completions/min_length': 171.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4453125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 327.5121765136719, 'completions/min_terminated_length': 171.0, 'completions/max_terminated_length': 505.0, 'rewards/compute_reward/mean': 0.7265625, 'rewards/compute_reward/std': 0.447474867105484, 'reward': 0.7265625, 'reward_std': 0.1054728776216507, 'frac_reward_zero_std': 0.75, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.24}
{'loss': 0.023, 'grad_norm': 0.4756889343261719, 'learning_rate': 9.430247552150673e-06, 'num_tokens': 3473015.0, 'completions/mean_length': 476.5, 'completions/min_length': 141.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 2.9609375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7578125, 'completions/mean_terminated_length': 365.4193420410156, 'completions/min_terminated_length': 141.0, 'completions/max_terminated_length': 506.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.25354230403900146, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.24}
{'loss': -0.0295, 'grad_norm': 0.35367143154144287, 'learning_rate': 9.391107866851143e-06, 'num_tokens': 3541629.0, 'completions/mean_length': 450.359375, 'completions/min_length': 116.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5078125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 314.75, 'completions/min_terminated_length': 116.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.5390625, 'rewards/compute_reward/std': 0.5004304051399231, 'reward': 0.5390625, 'reward_std': 0.2120065689086914, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.25}
{'loss': -0.0039, 'grad_norm': 0.36551809310913086, 'learning_rate': 9.350754959646306e-06, 'num_tokens': 3615115.0, 'completions/mean_length': 475.546875, 'completions/min_length': 150.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 2.953125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.78125, 'completions/mean_terminated_length': 345.3571472167969, 'completions/min_terminated_length': 150.0, 'completions/max_terminated_length': 486.0, 'rewards/compute_reward/mean': 0.625, 'rewards/compute_reward/std': 0.4860251843929291, 'reward': 0.625, 'reward_std': 0.17017142474651337, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.25}
{'loss': 0.0119, 'grad_norm': 0.36931249499320984, 'learning_rate': 9.309199979665821e-06, 'num_tokens': 3686021.0, 'completions/mean_length': 472.140625, 'completions/min_length': 133.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.25, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7109375, 'completions/mean_terminated_length': 374.1081237792969, 'completions/min_terminated_length': 133.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.578125, 'rewards/compute_reward/std': 0.4957992732524872, 'reward': 0.578125, 'reward_std': 0.18990950286388397, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.26}
{'loss': 0.0034, 'grad_norm': 0.5199981927871704, 'learning_rate': 9.266454408160779e-06, 'num_tokens': 3756779.0, 'completions/mean_length': 465.921875, 'completions/min_length': 154.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2265625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.7734375, 'completions/mean_terminated_length': 308.6206970214844, 'completions/min_terminated_length': 154.0, 'completions/max_terminated_length': 481.0, 'rewards/compute_reward/mean': 0.671875, 'rewards/compute_reward/std': 0.4713755249977112, 'reward': 0.671875, 'reward_std': 0.11230766773223877, 'frac_reward_zero_std': 0.75, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.26}
{'loss': -0.0148, 'grad_norm': 0.5524585247039795, 'learning_rate': 9.22253005533154e-06, 'num_tokens': 3824689.0, 'completions/mean_length': 453.671875, 'completions/min_length': 146.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3984375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 325.3500061035156, 'completions/min_terminated_length': 146.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.796875, 'rewards/compute_reward/std': 0.40390563011169434, 'reward': 0.796875, 'reward_std': 0.15019109845161438, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.27}
{'loss': -0.006, 'grad_norm': 0.4104689657688141, 'learning_rate': 9.177439057064684e-06, 'num_tokens': 3892558.0, 'completions/mean_length': 452.4140625, 'completions/min_length': 119.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 330.4047546386719, 'completions/min_terminated_length': 119.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.703125, 'rewards/compute_reward/std': 0.45867621898651123, 'reward': 0.703125, 'reward_std': 0.27328526973724365, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.27}
{'loss': -0.0514, 'grad_norm': 0.5395888686180115, 'learning_rate': 9.131193871579975e-06, 'num_tokens': 3956886.0, 'completions/mean_length': 417.25, 'completions/min_length': 85.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5234375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.53125, 'completions/mean_terminated_length': 309.8666687011719, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.6640625, 'rewards/compute_reward/std': 0.47417303919792175, 'reward': 0.6640625, 'reward_std': 0.30457615852355957, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.28}
{'loss': -0.0669, 'grad_norm': 0.5745587348937988, 'learning_rate': 9.083807275988285e-06, 'num_tokens': 4025123.0, 'completions/mean_length': 457.4140625, 'completions/min_length': 114.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6171875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 341.5853576660156, 'completions/min_terminated_length': 114.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.640625, 'rewards/compute_reward/std': 0.481702595949173, 'reward': 0.640625, 'reward_std': 0.2488291710615158, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.28}
{'loss': 0.0183, 'grad_norm': 0.5579656958580017, 'learning_rate': 9.035292362761382e-06, 'num_tokens': 4092246.0, 'completions/mean_length': 454.9609375, 'completions/min_length': 130.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.5859375, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 338.16668701171875, 'completions/min_terminated_length': 130.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.6484375, 'rewards/compute_reward/std': 0.4793342351913452, 'reward': 0.6484375, 'reward_std': 0.2556639611721039, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.29}
