[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                                           
{'loss': 5.8672, 'grad_norm': 2255.412353515625, 'learning_rate': 0.0, 'num_tokens': 667.0, 'mean_token_accuracy': 0.7657430768013, 'epoch': 0.0}
{'loss': 2.0137, 'grad_norm': 166.30995178222656, 'learning_rate': 9.96442908979593e-06, 'num_tokens': 376303.0, 'mean_token_accuracy': 0.8782343864440918, 'epoch': 0.27}
{'loss': 1.3242, 'grad_norm': 107.0887451171875, 'learning_rate': 9.963808526219332e-06, 'num_tokens': 376976.0, 'mean_token_accuracy': 0.8971428275108337, 'epoch': 0.27}
{'loss': 1.6816, 'grad_norm': 35.145816802978516, 'learning_rate': 9.963182615892647e-06, 'num_tokens': 377841.0, 'mean_token_accuracy': 0.865145206451416, 'epoch': 0.27}
{'loss': 1.4365, 'grad_norm': 92.4635238647461, 'learning_rate': 9.962551359490072e-06, 'num_tokens': 378831.0, 'mean_token_accuracy': 0.897599995136261, 'epoch': 0.27}
{'loss': 1.5215, 'grad_norm': 26.405500411987305, 'learning_rate': 9.961914757691565e-06, 'num_tokens': 379630.0, 'mean_token_accuracy': 0.8917197585105896, 'epoch': 0.27}
{'loss': 1.6387, 'grad_norm': 42.83308792114258, 'learning_rate': 9.961272811182834e-06, 'num_tokens': 380640.0, 'mean_token_accuracy': 0.8817391395568848, 'epoch': 0.27}
{'loss': 1.4414, 'grad_norm': 917.6189575195312, 'learning_rate': 9.960625520655355e-06, 'num_tokens': 381564.0, 'mean_token_accuracy': 0.9047619104385376, 'epoch': 0.27}
{'loss': 2.0518, 'grad_norm': 28.434986114501953, 'learning_rate': 9.959972886806353e-06, 'num_tokens': 382278.0, 'mean_token_accuracy': 0.8397790193557739, 'epoch': 0.27}
{'loss': 2.0762, 'grad_norm': 93.13114929199219, 'learning_rate': 9.959314910338809e-06, 'num_tokens': 383006.0, 'mean_token_accuracy': 0.8638743162155151, 'epoch': 0.27}
{'loss': 1.4434, 'grad_norm': 62.769466400146484, 'learning_rate': 9.958651591961463e-06, 'num_tokens': 383757.0, 'mean_token_accuracy': 0.8971962332725525, 'epoch': 0.27}
{'loss': 1.3267, 'grad_norm': 303.52294921875, 'learning_rate': 9.957982932388804e-06, 'num_tokens': 384763.0, 'mean_token_accuracy': 0.8847926259040833, 'epoch': 0.28}
{'loss': 0.8877, 'grad_norm': 45.59861755371094, 'learning_rate': 9.957308932341077e-06, 'num_tokens': 385507.0, 'mean_token_accuracy': 0.9388235211372375, 'epoch': 0.28}
{'loss': 1.5088, 'grad_norm': 70.7532958984375, 'learning_rate': 9.956629592544278e-06, 'num_tokens': 386346.0, 'mean_token_accuracy': 0.907975435256958, 'epoch': 0.28}
{'loss': 1.7539, 'grad_norm': 31.08413314819336, 'learning_rate': 9.955944913730159e-06, 'num_tokens': 387127.0, 'mean_token_accuracy': 0.8832951784133911, 'epoch': 0.28}
{'loss': 1.7568, 'grad_norm': 38.870643615722656, 'learning_rate': 9.955254896636217e-06, 'num_tokens': 387784.0, 'mean_token_accuracy': 0.8802228569984436, 'epoch': 0.28}
{'loss': 1.1377, 'grad_norm': 130.31394958496094, 'learning_rate': 9.954559542005701e-06, 'num_tokens': 388686.0, 'mean_token_accuracy': 0.9104204773902893, 'epoch': 0.28}
{'loss': 1.3877, 'grad_norm': 97.8985366821289, 'learning_rate': 9.95385885058761e-06, 'num_tokens': 389603.0, 'mean_token_accuracy': 0.9001957178115845, 'epoch': 0.28}
{'loss': 1.4111, 'grad_norm': 12.06442642211914, 'learning_rate': 9.953152823136695e-06, 'num_tokens': 390546.0, 'mean_token_accuracy': 0.8916666507720947, 'epoch': 0.28}
{'loss': 1.5957, 'grad_norm': 514.235107421875, 'learning_rate': 9.952441460413446e-06, 'num_tokens': 391718.0, 'mean_token_accuracy': 0.8912500143051147, 'epoch': 0.28}
{'loss': 1.0957, 'grad_norm': 47.22997283935547, 'learning_rate': 9.95172476318411e-06, 'num_tokens': 392645.0, 'mean_token_accuracy': 0.9124343395233154, 'epoch': 0.28}
{'loss': 1.2578, 'grad_norm': 762.9270629882812, 'learning_rate': 9.951002732220671e-06, 'num_tokens': 393566.0, 'mean_token_accuracy': 0.8953900933265686, 'epoch': 0.28}
{'loss': 1.832, 'grad_norm': 199.36886596679688, 'learning_rate': 9.950275368300864e-06, 'num_tokens': 394310.0, 'mean_token_accuracy': 0.8545454740524292, 'epoch': 0.28}
{'loss': 1.7324, 'grad_norm': 148.0887908935547, 'learning_rate': 9.949542672208168e-06, 'num_tokens': 395262.0, 'mean_token_accuracy': 0.8741379380226135, 'epoch': 0.28}
{'loss': 1.4785, 'grad_norm': 251.16943359375, 'learning_rate': 9.9488046447318e-06, 'num_tokens': 396011.0, 'mean_token_accuracy': 0.8935185074806213, 'epoch': 0.28}
{'loss': 1.5508, 'grad_norm': 66.16871643066406, 'learning_rate': 9.94806128666673e-06, 'num_tokens': 396773.0, 'mean_token_accuracy': 0.8859649300575256, 'epoch': 0.28}
{'loss': 1.9961, 'grad_norm': 842.8758544921875, 'learning_rate': 9.947312598813657e-06, 'num_tokens': 397529.0, 'mean_token_accuracy': 0.8517699241638184, 'epoch': 0.28}
{'loss': 1.3789, 'grad_norm': 362.98016357421875, 'learning_rate': 9.946558581979034e-06, 'num_tokens': 398284.0, 'mean_token_accuracy': 0.9274004697799683, 'epoch': 0.28}
{'loss': 1.2031, 'grad_norm': 60.88496017456055, 'learning_rate': 9.945799236975042e-06, 'num_tokens': 398950.0, 'mean_token_accuracy': 0.8979591727256775, 'epoch': 0.29}
{'loss': 1.4375, 'grad_norm': 61.98422622680664, 'learning_rate': 9.945034564619611e-06, 'num_tokens': 399807.0, 'mean_token_accuracy': 0.8957952260971069, 'epoch': 0.29}
{'loss': 1.8164, 'grad_norm': 302.8203125, 'learning_rate': 9.944264565736406e-06, 'num_tokens': 400900.0, 'mean_token_accuracy': 0.8674863576889038, 'epoch': 0.29}
{'loss': 1.3594, 'grad_norm': 48.86519241333008, 'learning_rate': 9.943489241154824e-06, 'num_tokens': 401787.0, 'mean_token_accuracy': 0.8761220574378967, 'epoch': 0.29}
{'loss': 2.0283, 'grad_norm': 297.5556335449219, 'learning_rate': 9.94270859171001e-06, 'num_tokens': 402786.0, 'mean_token_accuracy': 0.8573912978172302, 'epoch': 0.29}
{'loss': 1.7178, 'grad_norm': 92.80342102050781, 'learning_rate': 9.94192261824283e-06, 'num_tokens': 403548.0, 'mean_token_accuracy': 0.8921775817871094, 'epoch': 0.29}
{'loss': 1.1709, 'grad_norm': 37.27587890625, 'learning_rate': 9.941131321599898e-06, 'num_tokens': 404172.0, 'mean_token_accuracy': 0.8918918967247009, 'epoch': 0.29}
{'loss': 1.5703, 'grad_norm': 298.83489990234375, 'learning_rate': 9.940334702633555e-06, 'num_tokens': 404925.0, 'mean_token_accuracy': 0.8804348111152649, 'epoch': 0.29}
{'loss': 1.1279, 'grad_norm': 118.91514587402344, 'learning_rate': 9.93953276220188e-06, 'num_tokens': 405606.0, 'mean_token_accuracy': 0.9179894328117371, 'epoch': 0.29}
{'loss': 0.9678, 'grad_norm': 65.08653259277344, 'learning_rate': 9.938725501168675e-06, 'num_tokens': 406495.0, 'mean_token_accuracy': 0.9372822046279907, 'epoch': 0.29}
{'loss': 1.7051, 'grad_norm': 70.63251495361328, 'learning_rate': 9.937912920403481e-06, 'num_tokens': 407207.0, 'mean_token_accuracy': 0.8852459192276001, 'epoch': 0.29}
{'loss': 1.1328, 'grad_norm': 37.41405487060547, 'learning_rate': 9.937095020781569e-06, 'num_tokens': 408317.0, 'mean_token_accuracy': 0.9126637578010559, 'epoch': 0.29}
{'loss': 1.5293, 'grad_norm': 120.3735122680664, 'learning_rate': 9.936271803183933e-06, 'num_tokens': 408989.0, 'mean_token_accuracy': 0.8857868313789368, 'epoch': 0.29}
{'loss': 1.6787, 'grad_norm': 237.20252990722656, 'learning_rate': 9.9354432684973e-06, 'num_tokens': 409823.0, 'mean_token_accuracy': 0.8739316463470459, 'epoch': 0.29}
{'loss': 1.5, 'grad_norm': 51.328304290771484, 'learning_rate': 9.934609417614125e-06, 'num_tokens': 410630.0, 'mean_token_accuracy': 0.8982300758361816, 'epoch': 0.29}
{'loss': 1.8867, 'grad_norm': 124.56219482421875, 'learning_rate': 9.933770251432588e-06, 'num_tokens': 411445.0, 'mean_token_accuracy': 0.8662420511245728, 'epoch': 0.29}
{'loss': 2.084, 'grad_norm': 159.27490234375, 'learning_rate': 9.932925770856594e-06, 'num_tokens': 412038.0, 'mean_token_accuracy': 0.8557692170143127, 'epoch': 0.29}
{'loss': 1.333, 'grad_norm': 34.77543640136719, 'learning_rate': 9.93207597679577e-06, 'num_tokens': 412825.0, 'mean_token_accuracy': 0.8930041193962097, 'epoch': 0.3}
{'loss': 2.416, 'grad_norm': 297.5921936035156, 'learning_rate': 9.93122087016547e-06, 'num_tokens': 413509.0, 'mean_token_accuracy': 0.864130437374115, 'epoch': 0.3}
{'loss': 1.5762, 'grad_norm': 278.1371765136719, 'learning_rate': 9.930360451886771e-06, 'num_tokens': 414222.0, 'mean_token_accuracy': 0.8643215894699097, 'epoch': 0.3}
{'loss': 1.9209, 'grad_norm': 37.78703689575195, 'learning_rate': 9.929494722886468e-06, 'num_tokens': 415059.0, 'mean_token_accuracy': 0.8553921580314636, 'epoch': 0.3}
{'loss': 2.3887, 'grad_norm': 265.07464599609375, 'learning_rate': 9.928623684097078e-06, 'num_tokens': 415740.0, 'mean_token_accuracy': 0.8134714961051941, 'epoch': 0.3}
{'loss': 1.457, 'grad_norm': 95.25601196289062, 'learning_rate': 9.927747336456838e-06, 'num_tokens': 416527.0, 'mean_token_accuracy': 0.8933901786804199, 'epoch': 0.3}
{'loss': 1.6914, 'grad_norm': 24.599000930786133, 'learning_rate': 9.926865680909706e-06, 'num_tokens': 417341.0, 'mean_token_accuracy': 0.8783783912658691, 'epoch': 0.3}
{'loss': 1.0435, 'grad_norm': 41.49855041503906, 'learning_rate': 9.925978718405349e-06, 'num_tokens': 417818.0, 'mean_token_accuracy': 0.9272727370262146, 'epoch': 0.3}
{'loss': 1.0811, 'grad_norm': 73.71686553955078, 'learning_rate': 9.925086449899159e-06, 'num_tokens': 418702.0, 'mean_token_accuracy': 0.9237918257713318, 'epoch': 0.3}
{'loss': 2.0957, 'grad_norm': 207.8524932861328, 'learning_rate': 9.924188876352242e-06, 'num_tokens': 419661.0, 'mean_token_accuracy': 0.8783570528030396, 'epoch': 0.3}
{'loss': 1.3584, 'grad_norm': 59.590293884277344, 'learning_rate': 9.92328599873141e-06, 'num_tokens': 420395.0, 'mean_token_accuracy': 0.9031476974487305, 'epoch': 0.3}
{'loss': 1.7676, 'grad_norm': 247.2898712158203, 'learning_rate': 9.9223778180092e-06, 'num_tokens': 421130.0, 'mean_token_accuracy': 0.8820861577987671, 'epoch': 0.3}
{'loss': 1.4199, 'grad_norm': 276.3995361328125, 'learning_rate': 9.921464335163856e-06, 'num_tokens': 422070.0, 'mean_token_accuracy': 0.9036363363265991, 'epoch': 0.3}
{'loss': 1.9551, 'grad_norm': 108.90109252929688, 'learning_rate': 9.920545551179329e-06, 'num_tokens': 422796.0, 'mean_token_accuracy': 0.8635236024856567, 'epoch': 0.3}
{'loss': 1.3818, 'grad_norm': 27.379623413085938, 'learning_rate': 9.919621467045288e-06, 'num_tokens': 423870.0, 'mean_token_accuracy': 0.8961384892463684, 'epoch': 0.3}
{'loss': 2.082, 'grad_norm': 95.2473373413086, 'learning_rate': 9.918692083757105e-06, 'num_tokens': 424527.0, 'mean_token_accuracy': 0.8497409224510193, 'epoch': 0.3}
{'loss': 1.3105, 'grad_norm': 276.5231628417969, 'learning_rate': 9.917757402315863e-06, 'num_tokens': 425458.0, 'mean_token_accuracy': 0.9084628820419312, 'epoch': 0.3}
{'loss': 2.165, 'grad_norm': 540.4410400390625, 'learning_rate': 9.916817423728353e-06, 'num_tokens': 426283.0, 'mean_token_accuracy': 0.865145206451416, 'epoch': 0.31}
{'loss': 1.9258, 'grad_norm': 81.97547912597656, 'learning_rate': 9.915872149007066e-06, 'num_tokens': 426998.0, 'mean_token_accuracy': 0.8586118221282959, 'epoch': 0.31}
{'loss': 1.7188, 'grad_norm': 127.63554382324219, 'learning_rate': 9.914921579170206e-06, 'num_tokens': 427903.0, 'mean_token_accuracy': 0.854092538356781, 'epoch': 0.31}
{'loss': 1.7393, 'grad_norm': 197.3318634033203, 'learning_rate': 9.913965715241671e-06, 'num_tokens': 428739.0, 'mean_token_accuracy': 0.8721374273300171, 'epoch': 0.31}
{'loss': 1.3477, 'grad_norm': 297.5583801269531, 'learning_rate': 9.913004558251071e-06, 'num_tokens': 429603.0, 'mean_token_accuracy': 0.8971193432807922, 'epoch': 0.31}
{'loss': 1.6309, 'grad_norm': 43.31414031982422, 'learning_rate': 9.912038109233711e-06, 'num_tokens': 430641.0, 'mean_token_accuracy': 0.885869562625885, 'epoch': 0.31}
{'loss': 1.4199, 'grad_norm': 289.5979919433594, 'learning_rate': 9.911066369230597e-06, 'num_tokens': 431181.0, 'mean_token_accuracy': 0.8771929740905762, 'epoch': 0.31}
{'loss': 1.4707, 'grad_norm': 33.261131286621094, 'learning_rate': 9.91008933928844e-06, 'num_tokens': 431934.0, 'mean_token_accuracy': 0.8829268217086792, 'epoch': 0.31}
{'loss': 0.874, 'grad_norm': 67.35931396484375, 'learning_rate': 9.909107020459641e-06, 'num_tokens': 432691.0, 'mean_token_accuracy': 0.9502262473106384, 'epoch': 0.31}
{'loss': 1.6797, 'grad_norm': 252.9052276611328, 'learning_rate': 9.908119413802303e-06, 'num_tokens': 433696.0, 'mean_token_accuracy': 0.8606811165809631, 'epoch': 0.31}
{'loss': 1.2578, 'grad_norm': 393.6827392578125, 'learning_rate': 9.907126520380222e-06, 'num_tokens': 434721.0, 'mean_token_accuracy': 0.9114139676094055, 'epoch': 0.31}
{'loss': 2.2998, 'grad_norm': 93.93511199951172, 'learning_rate': 9.906128341262891e-06, 'num_tokens': 435951.0, 'mean_token_accuracy': 0.8387096524238586, 'epoch': 0.31}
{'loss': 1.2666, 'grad_norm': 58.17632293701172, 'learning_rate': 9.905124877525496e-06, 'num_tokens': 436799.0, 'mean_token_accuracy': 0.9102040529251099, 'epoch': 0.31}
{'loss': 1.7686, 'grad_norm': 60.994606018066406, 'learning_rate': 9.904116130248913e-06, 'num_tokens': 437634.0, 'mean_token_accuracy': 0.886956512928009, 'epoch': 0.31}
{'loss': 1.5312, 'grad_norm': 337.7428894042969, 'learning_rate': 9.903102100519713e-06, 'num_tokens': 438287.0, 'mean_token_accuracy': 0.8870967626571655, 'epoch': 0.31}
{'loss': 1.124, 'grad_norm': 38.99631118774414, 'learning_rate': 9.90208278943015e-06, 'num_tokens': 439059.0, 'mean_token_accuracy': 0.887499988079071, 'epoch': 0.31}
{'loss': 1.3506, 'grad_norm': 2594.15673828125, 'learning_rate': 9.901058198078178e-06, 'num_tokens': 439742.0, 'mean_token_accuracy': 0.9086021780967712, 'epoch': 0.32}
{'loss': 1.5039, 'grad_norm': 262.9324035644531, 'learning_rate': 9.900028327567427e-06, 'num_tokens': 440638.0, 'mean_token_accuracy': 0.890130341053009, 'epoch': 0.32}
{'loss': 1.6172, 'grad_norm': 87.64717102050781, 'learning_rate': 9.898993179007224e-06, 'num_tokens': 441457.0, 'mean_token_accuracy': 0.8786516785621643, 'epoch': 0.32}
{'loss': 1.2969, 'grad_norm': 40.09157943725586, 'learning_rate': 9.89795275351257e-06, 'num_tokens': 442378.0, 'mean_token_accuracy': 0.9078341126441956, 'epoch': 0.32}
{'loss': 1.5215, 'grad_norm': 59.26982116699219, 'learning_rate': 9.89690705220416e-06, 'num_tokens': 443095.0, 'mean_token_accuracy': 0.8903061151504517, 'epoch': 0.32}
{'loss': 1.7734, 'grad_norm': 136.1721649169922, 'learning_rate': 9.895856076208365e-06, 'num_tokens': 444161.0, 'mean_token_accuracy': 0.8855586051940918, 'epoch': 0.32}
{'loss': 2.0996, 'grad_norm': 309.6993408203125, 'learning_rate': 9.894799826657242e-06, 'num_tokens': 444985.0, 'mean_token_accuracy': 0.8491379022598267, 'epoch': 0.32}
{'loss': 1.625, 'grad_norm': 65.4082260131836, 'learning_rate': 9.893738304688528e-06, 'num_tokens': 446220.0, 'mean_token_accuracy': 0.8826290965080261, 'epoch': 0.32}
{'loss': 1.4678, 'grad_norm': 1340.7662353515625, 'learning_rate': 9.892671511445636e-06, 'num_tokens': 446928.0, 'mean_token_accuracy': 0.8708860874176025, 'epoch': 0.32}
{'loss': 1.2578, 'grad_norm': 391.8082275390625, 'learning_rate': 9.891599448077659e-06, 'num_tokens': 447659.0, 'mean_token_accuracy': 0.8976190686225891, 'epoch': 0.32}
{'loss': 1.2373, 'grad_norm': 102.76435089111328, 'learning_rate': 9.890522115739364e-06, 'num_tokens': 448340.0, 'mean_token_accuracy': 0.8822054862976074, 'epoch': 0.32}
{'loss': 1.6406, 'grad_norm': 575.7698364257812, 'learning_rate': 9.889439515591202e-06, 'num_tokens': 449233.0, 'mean_token_accuracy': 0.8834782838821411, 'epoch': 0.32}
{'loss': 1.9121, 'grad_norm': 216.83148193359375, 'learning_rate': 9.888351648799288e-06, 'num_tokens': 449955.0, 'mean_token_accuracy': 0.8558139801025391, 'epoch': 0.32}
{'loss': 1.5996, 'grad_norm': 28.503868103027344, 'learning_rate': 9.887258516535416e-06, 'num_tokens': 450838.0, 'mean_token_accuracy': 0.902482271194458, 'epoch': 0.32}
{'loss': 1.7759, 'grad_norm': 45.74982452392578, 'learning_rate': 9.886160119977048e-06, 'num_tokens': 451673.0, 'mean_token_accuracy': 0.8888888955116272, 'epoch': 0.32}
{'loss': 2.2695, 'grad_norm': 59.455963134765625, 'learning_rate': 9.885056460307318e-06, 'num_tokens': 452347.0, 'mean_token_accuracy': 0.8426666855812073, 'epoch': 0.32}
{'loss': 1.0557, 'grad_norm': 466.6108703613281, 'learning_rate': 9.883947538715034e-06, 'num_tokens': 453095.0, 'mean_token_accuracy': 0.8999999761581421, 'epoch': 0.32}
{'loss': 1.7891, 'grad_norm': 69.0890884399414, 'learning_rate': 9.88283335639466e-06, 'num_tokens': 454040.0, 'mean_token_accuracy': 0.8510638475418091, 'epoch': 0.33}
{'loss': 1.5918, 'grad_norm': 45.628597259521484, 'learning_rate': 9.88171391454634e-06, 'num_tokens': 454847.0, 'mean_token_accuracy': 0.8981670141220093, 'epoch': 0.33}
{'loss': 1.7754, 'grad_norm': 69.00892639160156, 'learning_rate': 9.880589214375873e-06, 'num_tokens': 455817.0, 'mean_token_accuracy': 0.8649572730064392, 'epoch': 0.33}
{'loss': 1.9668, 'grad_norm': 46.789974212646484, 'learning_rate': 9.87945925709473e-06, 'num_tokens': 456507.0, 'mean_token_accuracy': 0.8666666746139526, 'epoch': 0.33}
{'loss': 0.8848, 'grad_norm': 59.804996490478516, 'learning_rate': 9.878324043920038e-06, 'num_tokens': 457244.0, 'mean_token_accuracy': 0.9336384534835815, 'epoch': 0.33}
{'loss': 1.0771, 'grad_norm': 93.50477600097656, 'learning_rate': 9.87718357607459e-06, 'num_tokens': 458138.0, 'mean_token_accuracy': 0.9184466004371643, 'epoch': 0.33}
{'loss': 2.4043, 'grad_norm': 89.16435241699219, 'learning_rate': 9.876037854786834e-06, 'num_tokens': 458942.0, 'mean_token_accuracy': 0.8480769395828247, 'epoch': 0.33}
{'loss': 2.4355, 'grad_norm': 1258.50634765625, 'learning_rate': 9.874886881290882e-06, 'num_tokens': 459761.0, 'mean_token_accuracy': 0.8107526898384094, 'epoch': 0.33}
{'loss': 1.2168, 'grad_norm': 84.49764251708984, 'learning_rate': 9.873730656826502e-06, 'num_tokens': 460710.0, 'mean_token_accuracy': 0.9085603356361389, 'epoch': 0.33}
{'loss': 1.0459, 'grad_norm': 10.770359992980957, 'learning_rate': 9.872569182639117e-06, 'num_tokens': 461647.0, 'mean_token_accuracy': 0.9130434989929199, 'epoch': 0.33}
{'loss': 1.1753, 'grad_norm': 60.494056701660156, 'learning_rate': 9.871402459979804e-06, 'num_tokens': 462737.0, 'mean_token_accuracy': 0.8860244154930115, 'epoch': 0.33}
{'loss': 1.5527, 'grad_norm': 10.239144325256348, 'learning_rate': 9.870230490105297e-06, 'num_tokens': 463536.0, 'mean_token_accuracy': 0.8805969953536987, 'epoch': 0.33}
{'loss': 1.2676, 'grad_norm': 15.055158615112305, 'learning_rate': 9.869053274277977e-06, 'num_tokens': 464456.0, 'mean_token_accuracy': 0.9037800431251526, 'epoch': 0.33}
{'loss': 1.5449, 'grad_norm': 17.735292434692383, 'learning_rate': 9.867870813765878e-06, 'num_tokens': 465326.0, 'mean_token_accuracy': 0.8853383660316467, 'epoch': 0.33}
{'loss': 2.2656, 'grad_norm': 879.0308227539062, 'learning_rate': 9.866683109842685e-06, 'num_tokens': 466249.0, 'mean_token_accuracy': 0.8517857193946838, 'epoch': 0.33}
{'loss': 1.1719, 'grad_norm': 33.3029670715332, 'learning_rate': 9.86549016378773e-06, 'num_tokens': 467300.0, 'mean_token_accuracy': 0.9114658832550049, 'epoch': 0.33}
{'loss': 1.9922, 'grad_norm': 43.724220275878906, 'learning_rate': 9.864291976885988e-06, 'num_tokens': 468099.0, 'mean_token_accuracy': 0.868571400642395, 'epoch': 0.33}
{'loss': 1.3027, 'grad_norm': 368.9841003417969, 'learning_rate': 9.863088550428085e-06, 'num_tokens': 468684.0, 'mean_token_accuracy': 0.8899676203727722, 'epoch': 0.34}
{'loss': 1.0984, 'grad_norm': 38.40212631225586, 'learning_rate': 9.861879885710286e-06, 'num_tokens': 469332.0, 'mean_token_accuracy': 0.9321534037590027, 'epoch': 0.34}
{'loss': 1.5166, 'grad_norm': 43.368408203125, 'learning_rate': 9.8606659840345e-06, 'num_tokens': 470226.0, 'mean_token_accuracy': 0.9074733257293701, 'epoch': 0.34}
{'loss': 0.9775, 'grad_norm': 37.34181213378906, 'learning_rate': 9.859446846708281e-06, 'num_tokens': 470886.0, 'mean_token_accuracy': 0.9189944267272949, 'epoch': 0.34}
{'loss': 1.3477, 'grad_norm': 49.37612533569336, 'learning_rate': 9.858222475044813e-06, 'num_tokens': 471571.0, 'mean_token_accuracy': 0.8938679099082947, 'epoch': 0.34}
{'loss': 1.1694, 'grad_norm': 50.00620651245117, 'learning_rate': 9.856992870362929e-06, 'num_tokens': 472199.0, 'mean_token_accuracy': 0.9293193817138672, 'epoch': 0.34}
{'loss': 1.5723, 'grad_norm': 9.888540267944336, 'learning_rate': 9.855758033987092e-06, 'num_tokens': 473321.0, 'mean_token_accuracy': 0.8794233202934265, 'epoch': 0.34}
{'loss': 1.3262, 'grad_norm': 50.2901496887207, 'learning_rate': 9.8545179672474e-06, 'num_tokens': 474131.0, 'mean_token_accuracy': 0.8938775658607483, 'epoch': 0.34}
{'loss': 1.7266, 'grad_norm': 63.37276840209961, 'learning_rate': 9.853272671479588e-06, 'num_tokens': 474758.0, 'mean_token_accuracy': 0.8660968542098999, 'epoch': 0.34}
{'loss': 1.9434, 'grad_norm': 121.30961608886719, 'learning_rate': 9.852022148025025e-06, 'num_tokens': 475687.0, 'mean_token_accuracy': 0.8504983186721802, 'epoch': 0.34}
{'loss': 1.4053, 'grad_norm': 74.40696716308594, 'learning_rate': 9.850766398230703e-06, 'num_tokens': 476467.0, 'mean_token_accuracy': 0.8744075894355774, 'epoch': 0.34}
{'loss': 1.4473, 'grad_norm': 34.437686920166016, 'learning_rate': 9.849505423449253e-06, 'num_tokens': 477240.0, 'mean_token_accuracy': 0.868852436542511, 'epoch': 0.34}
{'loss': 2.6328, 'grad_norm': 27.575807571411133, 'learning_rate': 9.848239225038927e-06, 'num_tokens': 478352.0, 'mean_token_accuracy': 0.856733500957489, 'epoch': 0.34}
{'loss': 1.9102, 'grad_norm': 16.576513290405273, 'learning_rate': 9.84696780436361e-06, 'num_tokens': 479126.0, 'mean_token_accuracy': 0.8545034527778625, 'epoch': 0.34}
{'loss': 1.4341, 'grad_norm': 45.0984992980957, 'learning_rate': 9.845691162792805e-06, 'num_tokens': 480030.0, 'mean_token_accuracy': 0.8911290168762207, 'epoch': 0.34}
{'loss': 1.1807, 'grad_norm': 156.239990234375, 'learning_rate': 9.844409301701645e-06, 'num_tokens': 480769.0, 'mean_token_accuracy': 0.9012987017631531, 'epoch': 0.34}
{'loss': 1.2949, 'grad_norm': 87.10321044921875, 'learning_rate': 9.84312222247088e-06, 'num_tokens': 481529.0, 'mean_token_accuracy': 0.8896396160125732, 'epoch': 0.34}
{'loss': 1.7129, 'grad_norm': 55.37326431274414, 'learning_rate': 9.841829926486886e-06, 'num_tokens': 482364.0, 'mean_token_accuracy': 0.893401026725769, 'epoch': 0.35}
{'loss': 1.8564, 'grad_norm': 49.968257904052734, 'learning_rate': 9.840532415141653e-06, 'num_tokens': 483004.0, 'mean_token_accuracy': 0.8705882430076599, 'epoch': 0.35}
{'loss': 1.6035, 'grad_norm': 77.05229187011719, 'learning_rate': 9.839229689832792e-06, 'num_tokens': 483769.0, 'mean_token_accuracy': 0.8878718614578247, 'epoch': 0.35}
{'loss': 1.4248, 'grad_norm': 21.30375099182129, 'learning_rate': 9.837921751963528e-06, 'num_tokens': 484541.0, 'mean_token_accuracy': 0.8785871863365173, 'epoch': 0.35}
{'loss': 1.0205, 'grad_norm': 12.362865447998047, 'learning_rate': 9.836608602942706e-06, 'num_tokens': 485207.0, 'mean_token_accuracy': 0.9168765544891357, 'epoch': 0.35}
{'loss': 1.6416, 'grad_norm': 97.61618041992188, 'learning_rate': 9.835290244184775e-06, 'num_tokens': 485889.0, 'mean_token_accuracy': 0.8727272748947144, 'epoch': 0.35}
{'loss': 2.2344, 'grad_norm': 57.24283218383789, 'learning_rate': 9.833966677109805e-06, 'num_tokens': 486884.0, 'mean_token_accuracy': 0.7960426211357117, 'epoch': 0.35}
{'loss': 1.6836, 'grad_norm': 47.02285385131836, 'learning_rate': 9.832637903143468e-06, 'num_tokens': 487886.0, 'mean_token_accuracy': 0.8647481799125671, 'epoch': 0.35}
{'loss': 1.8467, 'grad_norm': 21.456260681152344, 'learning_rate': 9.831303923717053e-06, 'num_tokens': 488878.0, 'mean_token_accuracy': 0.871921181678772, 'epoch': 0.35}
{'loss': 0.9922, 'grad_norm': 17.651033401489258, 'learning_rate': 9.829964740267448e-06, 'num_tokens': 489462.0, 'mean_token_accuracy': 0.9245283007621765, 'epoch': 0.35}
{'loss': 1.0295, 'grad_norm': 30.6446590423584, 'learning_rate': 9.82862035423715e-06, 'num_tokens': 490245.0, 'mean_token_accuracy': 0.9197397232055664, 'epoch': 0.35}
{'loss': 1.1699, 'grad_norm': 18.74880599975586, 'learning_rate': 9.827270767074265e-06, 'num_tokens': 490902.0, 'mean_token_accuracy': 0.9093484282493591, 'epoch': 0.35}
{'loss': 1.1304, 'grad_norm': 9.107257843017578, 'learning_rate': 9.825915980232488e-06, 'num_tokens': 491579.0, 'mean_token_accuracy': 0.9075000286102295, 'epoch': 0.35}
{'loss': 0.835, 'grad_norm': 140.7296905517578, 'learning_rate': 9.824555995171132e-06, 'num_tokens': 492344.0, 'mean_token_accuracy': 0.9342105388641357, 'epoch': 0.35}
{'loss': 1.6514, 'grad_norm': 200.9468536376953, 'learning_rate': 9.823190813355094e-06, 'num_tokens': 493110.0, 'mean_token_accuracy': 0.882488489151001, 'epoch': 0.35}
